Word,negative,positive,neutral,norm_valence
attractors,1.2,0.87178,"[1, 1, 2, 2, 0, 1, 3, 1, 0, 1]",0.65
champignons,0.2,0.6,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",0.525
vitalism,0.2,0.6,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",0.525
gloriously,2.9,0.83066,"[3, 4, 3, 2, 4, 2, 2, 2, 4, 3]",0.8625
romancers,1.7,1.00499,"[0, 2, 2, 2, 2, 2, 1, 3, 0, 3]",0.7125
gentlest,1.8,0.4,"[2, 1, 2, 2, 2, 1, 2, 2, 2, 2]",0.725
freemartin,-0.5,0.92195,"[0, 0, 0, -1, 0, -1, 0, 0, -3, 0]",0.4375
burdened,-1.7,0.45826,"[-2, -2, -2, -2, -1, -2, -1, -2, -2, -1]",0.2875
appalling,-1.5,1.5,"[-2, -4, 1, -1, 1, -1, -2, -3, -2, -2]",0.3125
lowlander,-0.4,0.66332,"[0, 0, 0, 0, 0, 0, -1, -1, -2, 0]",0.45
conciliated,1.1,0.9434,"[1, 3, 0, 0, 2, 0, 2, 1, 1, 1]",0.6375
praiseworthiness,2.4,0.8,"[1, 3, 2, 4, 2, 2, 3, 2, 3, 2]",0.8
entertaining,1.9,0.83066,"[1, 2, 1, 1, 3, 2, 3, 2, 3, 1]",0.7375
adventurously,1.3,0.9,"[0, 1, 2, 2, 1, 2, 1, 1, 0, 3]",0.6625
apprehension,-2.1,0.83066,"[-1, -2, -2, -1, -2, -3, -3, -3, -1, -3]",0.2375
darlingness,2.3,0.45826,"[3, 3, 2, 2, 2, 2, 2, 2, 3, 2]",0.7875
friendless,-1.5,0.67082,"[-1, -2, -2, -1, 0, -2, -1, -2, -2, -2]",0.3125
solid,0.6,0.8,"[0, 2, 1, 2, 0, 1, 0, 0, 0, 0]",0.575
advanced,1.0,0.63246,"[1, 0, 1, 1, 1, 0, 1, 2, 1, 2]",0.625
fantastico,0.4,1.49666,"[0, 0, 2, 0, 2, -2, 1, -1, -1, 3]",0.55
joyous,3.1,0.7,"[3, 4, 3, 2, 4, 3, 3, 4, 2, 3]",0.8875
relieving,1.5,1.0247,"[2, 2, 1, 2, 3, -1, 2, 1, 1, 2]",0.6875
dearths,-0.9,0.7,"[0, -1, 0, -1, -2, -1, -2, 0, -1, -1]",0.3875
asset,1.5,0.80623,"[2, 1, 1, 3, 2, 0, 2, 2, 1, 1]",0.6875
smiled,2.5,0.80623,"[3, 2, 3, 2, 1, 2, 3, 4, 3, 2]",0.8125
shattered,-2.1,0.7,"[-1, -3, -3, -2, -2, -2, -3, -2, -1, -2]",0.2375
deprivers,-1.4,0.66332,"[-2, -1, -1, -3, -1, -1, -1, -1, -2, -1]",0.325
misreporting,-1.5,0.5,"[-2, -1, -1, -1, -2, -1, -2, -2, -1, -2]",0.3125
heartbreakers,-2.1,0.9434,"[-3, -2, -3, -2, -1, -1, -4, -1, -2, -2]",0.2375
guiltiness,-1.8,0.6,"[-2, -2, -1, -2, -1, -1, -2, -2, -3, -2]",0.275
invigorator,1.1,1.3,"[3, 1, 0, 2, 2, -2, 1, 1, 2, 1]",0.6375
beatific,1.8,1.6,"[3, 0, 2, 4, -2, 2, 2, 2, 2, 3]",0.725
whorehouse,-1.1,2.11896,"[-2, -2, -2, 3, 3, -3, -3, -2, -1, -2]",0.3625
insecurities,-1.8,0.6,"[-3, -2, -2, -2, -1, -2, -1, -1, -2, -2]",0.275
sickeningly,-2.1,0.7,"[-3, -3, -1, -2, -2, -1, -3, -2, -2, -2]",0.2375
denying,-1.4,0.4899,"[-1, -1, -1, -2, -2, -2, -1, -2, -1, -1]",0.325
reach,0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.5125
cut,-1.1,0.53852,"[-2, -1, -1, -1, 0, -1, -1, -1, -2, -1]",0.3625
uselessly,-1.5,0.67082,"[-2, -3, -1, -1, -1, -1, -2, -2, -1, -1]",0.3125
defenselessly,-1.1,0.9434,"[-2, -2, -2, -1, 0, -1, 1, -1, -1, -2]",0.3625
stampede,-1.8,1.07703,"[-2, -3, -2, -3, 0, 0, -2, -1, -2, -3]",0.275
truer,1.5,0.67082,"[1, 2, 1, 2, 1, 1, 2, 1, 3, 1]",0.6875
delights,2.0,1.54919,"[2, 3, 1, -2, 2, 4, 2, 3, 3, 2]",0.75
nagged,-1.7,0.45826,"[-2, -1, -2, -1, -2, -2, -1, -2, -2, -2]",0.2875
warm,0.9,0.7,"[1, 0, 0, 1, 1, 2, 1, 2, 1, 0]",0.6125
engagingly,1.5,0.67082,"[1, 2, 3, 1, 1, 1, 1, 1, 2, 2]",0.6875
slicker,0.4,1.28062,"[-2, 1, -1, 2, 0, 0, 2, 2, 0, 0]",0.55
sluttishnesses,-2.0,1.09545,"[0, -2, -1, -3, -3, -1, -3, -1, -3, -3]",0.25
repress,-1.4,0.66332,"[-1, -1, -3, -2, -1, -1, -2, -1, -1, -1]",0.325
worshipping,1.6,1.28062,"[1, 3, 3, 3, 0, 3, 1, 0, 2, 0]",0.7
immoralists,-1.7,0.78102,"[-2, -2, -2, -3, -1, -1, -1, -1, -3, -1]",0.2875
gossipping,-1.8,0.6,"[-2, -1, -2, -2, -1, -2, -2, -1, -3, -2]",0.275
valued,1.9,0.7,"[3, 1, 2, 1, 2, 2, 2, 3, 2, 1]",0.7375
cleared,0.4,0.4899,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",0.55
disheartened,-2.2,0.74833,"[-2, -2, -2, -1, -2, -2, -4, -3, -2, -2]",0.22499999999999998
successful,2.8,0.6,"[3, 3, 2, 3, 4, 3, 3, 3, 2, 2]",0.85
evilly,-3.4,0.8,"[-2, -4, -4, -4, -3, -4, -4, -4, -3, -2]",0.07500000000000001
hooliganism,-2.1,0.83066,"[-3, -2, -3, -3, -2, -2, -2, -2, 0, -2]",0.2375
thievery,-2.0,0.89443,"[-2, -2, -2, -1, -1, -3, -1, -2, -4, -2]",0.25
cunt,-2.2,2.08806,"[-4, -1, -4, -2, 2, -4, -4, -3, 1, -3]",0.22499999999999998
assaulted,-2.4,1.28062,"[-3, -3, 1, -3, -3, -3, -1, -3, -3, -3]",0.2
flexibilities,1.0,1.09545,"[1, 3, 1, 0, 1, -1, 2, 0, 2, 1]",0.625
amorphously,0.1,0.7,"[-1, 0, 0, 0, 0, 0, 2, 0, 0, 0]",0.5125
foeman,-1.8,0.6,"[-2, -3, -1, -2, -2, -2, -2, -1, -1, -2]",0.275
bitterweeds,-0.5,0.67082,"[0, -2, 0, -1, -1, 0, 0, -1, 0, 0]",0.4375
divinize,2.3,1.00499,"[4, 2, 2, 3, 4, 1, 1, 2, 2, 2]",0.7875
flirters,0.6,2.10713,"[1, 4, 0, 1, 2, 1, -4, 2, 1, -2]",0.575
solemnizing,-0.6,0.8,"[0, 0, -1, -1, 0, 0, -2, -2, 0, 0]",0.425
please,1.3,0.78102,"[2, 1, 2, 2, 2, 0, 2, 1, 0, 1]",0.6625
optimises,1.6,1.0198,"[3, 1, 1, 1, 1, 3, 2, 0, 3, 1]",0.7
weary,-1.1,1.13578,"[-2, -1, -2, -3, 0, -1, -1, -2, 0, 1]",0.3625
brilliants,1.9,0.83066,"[3, 1, 2, 1, 2, 1, 3, 2, 1, 3]",0.7375
fightings,-1.9,0.53852,"[-2, -3, -1, -2, -2, -2, -2, -1, -2, -2]",0.2625
benefices,1.1,0.83066,"[1, 1, 1, 0, 1, 0, 1, 1, 2, 3]",0.6375
gratification,1.6,0.8,"[1, 2, 3, 2, 2, 1, 2, 0, 2, 1]",0.7
ensure,1.6,0.91652,"[2, 1, 3, 1, 1, 2, 3, 2, 0, 1]",0.7
grimacing,-1.4,1.56205,"[-3, -2, -3, -3, -1, -1, 1, 0, 1, -3]",0.325
suspecting,-0.7,1.34536,"[-1, 2, -1, -1, -1, 1, -2, -1, -3, 0]",0.4125
horrify,-2.5,0.67082,"[-2, -2, -3, -2, -2, -2, -4, -2, -3, -3]",0.1875
unhappiest,-2.5,0.80623,"[-3, -4, -3, -2, -1, -3, -2, -2, -2, -3]",0.1875
flees,-0.7,1.18743,"[-3, 0, -2, 0, -1, -1, -1, 1, -1, 1]",0.4125
suicide,-3.5,0.67082,"[-4, -3, -4, -4, -4, -2, -3, -4, -4, -3]",0.0625
boldfacing,0.1,0.7,"[0, 0, -1, 2, 0, 0, 0, 0, 0, 0]",0.5125
rewarding,2.4,0.8,"[3, 4, 2, 2, 1, 3, 3, 2, 2, 2]",0.8
wellhole,-0.1,0.3,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",0.4875
tenderfeet,-0.4,0.91652,"[-1, -1, 0, 0, -1, 0, -1, -2, 1, 1]",0.45
blessedly,1.7,1.1,"[2, 2, 1, -1, 3, 2, 3, 1, 2, 2]",0.7125
funnelled,-0.1,0.3,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",0.4875
tranquilize,0.3,1.00499,"[0, -2, 1, -1, 1, 1, 1, 0, 1, 1]",0.5375
praised,2.2,0.6,"[3, 2, 2, 2, 2, 3, 1, 3, 2, 2]",0.775
overweight,-1.5,0.67082,"[-3, -2, -1, -1, -1, -2, -1, -2, -1, -1]",0.3125
untarnished,1.6,1.35647,"[3, 2, 2, 1, 1, 2, -2, 3, 2, 2]",0.7
bloody,-1.9,0.7,"[-2, -2, -2, 0, -2, -2, -3, -2, -2, -2]",0.2625
depriver,-1.6,0.91652,"[-1, -2, -1, -2, -1, -4, -2, -1, -1, -1]",0.3
interrogated,-1.6,1.0198,"[-3, -1, -1, -1, -2, -1, -3, -1, -3, 0]",0.3
teasel,-0.1,0.3,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",0.4875
terrorize,-3.3,0.78102,"[-4, -4, -3, -3, -4, -2, -2, -4, -3, -4]",0.08750000000000002
adores,1.6,0.66332,"[2, 1, 3, 2, 2, 1, 1, 1, 2, 1]",0.7
panicled,0.1,0.83066,"[2, 0, 0, 0, 0, -1, 0, -1, 1, 0]",0.5125
prisoners,-2.3,0.78102,"[-3, -2, -3, -3, -1, -3, -2, -1, -2, -3]",0.21250000000000002
heroin,-2.2,1.83303,"[0, -2, -4, 2, -4, -2, -2, -3, -3, -4]",0.22499999999999998
madder,-1.2,1.16619,"[-2, 0, -3, 0, 0, -1, -3, -1, -2, 0]",0.35
dynamical,1.2,0.87178,"[1, 2, 0, 1, 0, 2, 2, 2, 2, 0]",0.65
ready,1.5,1.0247,"[2, 1, 1, 0, 2, 2, 1, 1, 1, 4]",0.6875
chagrin,-1.9,0.53852,"[-1, -2, -3, -2, -1, -2, -2, -2, -2, -2]",0.2625
madly,-1.7,1.1,"[-2, 0, -2, -2, -2, -1, -4, -2, 0, -2]",0.2875
virtuously,1.8,1.16619,"[3, 2, 3, 1, 3, 1, -1, 2, 2, 2]",0.725
grouchier,-2.0,0.63246,"[-2, -3, -3, -2, -2, -2, -2, -1, -2, -1]",0.25
fondly,1.9,0.7,"[1, 2, 3, 2, 2, 3, 2, 1, 1, 2]",0.7375
surprisers,0.3,1.00499,"[2, 0, 1, 1, 0, 0, -2, 1, 0, 0]",0.5375
fan,1.3,0.78102,"[2, 0, 1, 1, 2, 1, 1, 3, 1, 1]",0.6625
obnoxious,-2.0,0.44721,"[-1, -2, -3, -2, -2, -2, -2, -2, -2, -2]",0.25
disorganized,-1.2,0.4,"[-1, -1, -1, -1, -1, -2, -1, -2, -1, -1]",0.35
grievant,-0.8,1.249,"[-2, 1, -1, -2, -1, 2, -2, -1, -1, -1]",0.4
hiding,-1.2,0.4,"[-1, -1, -2, -1, -1, -1, -1, -1, -2, -1]",0.35
benevolentness,1.2,1.249,"[2, 2, 1, -1, 2, 2, 3, -1, 1, 1]",0.65
killocks,-0.4,0.66332,"[0, 0, 0, -2, -1, 0, -1, 0, 0, 0]",0.45
inspirited,1.3,1.18743,"[2, 2, 0, 0, 3, 0, 2, 0, 3, 1]",0.6625
strengthener,1.8,0.6,"[2, 0, 2, 2, 2, 2, 2, 2, 2, 2]",0.725
delightfully,2.7,0.45826,"[3, 2, 2, 2, 3, 3, 3, 3, 3, 3]",0.8375
smear,-1.5,1.20416,"[-2, -1, -1, -2, -3, 0, 0, -4, -1, -1]",0.3125
glamour,2.4,0.91652,"[2, 4, 2, 1, 3, 2, 2, 2, 2, 4]",0.8
terribly,-2.6,0.4899,"[-3, -3, -3, -2, -2, -3, -3, -2, -2, -3]",0.175
heroizing,1.9,1.64012,"[2, 3, -2, 2, 4, 3, 2, 2, 3, 0]",0.7375
rejoice,1.9,0.9434,"[2, 3, 1, 3, 1, 3, 1, 3, 1, 1]",0.7375
adored,1.8,0.87178,"[2, 3, 3, 2, 2, 1, 1, 0, 2, 2]",0.725
warmers,1.0,0.44721,"[1, 1, 1, 2, 1, 1, 1, 0, 1, 1]",0.625
abusing,-2.0,1.41421,"[-1, -2, -2, -4, -4, -2, -3, -1, 1, -2]",0.25
reliefs,1.3,0.78102,"[1, 2, 2, 2, 2, 2, 0, 0, 1, 1]",0.6625
sincerest,2.0,1.34164,"[0, 3, 1, 1, 4, 2, 1, 4, 1, 3]",0.75
forbids,-1.3,0.45826,"[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]",0.3375
frisky,1.0,1.48324,"[1, -2, 1, 1, 1, 3, 3, 2, -1, 1]",0.625
glooms,-0.9,1.57797,"[3, -2, -1, -2, -2, -2, 1, -2, -1, -1]",0.3875
bright,1.9,0.7,"[2, 2, 1, 2, 1, 2, 1, 3, 3, 2]",0.7375
honorability,2.2,0.4,"[3, 3, 2, 2, 2, 2, 2, 2, 2, 2]",0.775
beneficed,1.1,0.7,"[1, 1, 1, 0, 2, 0, 1, 1, 2, 2]",0.6375
credits,1.5,1.0247,"[2, -1, 2, 0, 2, 2, 2, 2, 2, 2]",0.6875
keening,-0.7,1.41774,"[0, -3, -1, -1, -3, 1, -1, 1, 1, -1]",0.4125
doomsayers,-1.7,0.78102,"[-1, -2, -3, 0, -2, -2, -2, -1, -2, -2]",0.2875
travesty,-2.7,1.48661,"[-3, -4, 0, -2, -4, -3, -4, 0, -3, -4]",0.16249999999999998
surprise,1.1,1.04403,"[0, 2, 0, 2, 3, 0, 1, 1, 2, 0]",0.6375
battles,-1.6,0.4899,"[-1, -1, -2, -1, -2, -2, -2, -1, -2, -2]",0.3
screwworm,-0.4,0.66332,"[0, -1, 0, 0, 0, 0, -2, 0, -1, 0]",0.45
dullsville,-2.4,0.8,"[-2, -2, -4, -3, -2, -2, -3, -2, -3, -1]",0.2
strains,-1.2,0.4,"[-1, -1, -1, -2, -1, -2, -1, -1, -1, -1]",0.35
unimportant,-1.3,0.45826,"[-1, -1, -2, -1, -1, -2, -1, -1, -2, -1]",0.3375
dorky,-1.1,1.04403,"[-1, 0, -1, 1, -1, -1, -3, -2, -2, -1]",0.3625
shakiest,-1.2,0.74833,"[-1, 0, 0, -1, -1, -1, -2, -2, -2, -2]",0.35
weakening,-1.3,0.45826,"[-2, -1, -1, -1, -1, -1, -1, -2, -2, -1]",0.3375
wickednesses,-2.2,1.16619,"[-1, -2, -4, -2, -3, -1, -3, -4, -1, -1]",0.22499999999999998
efficiencies,1.6,0.4899,"[2, 1, 1, 2, 2, 2, 1, 2, 2, 1]",0.7
virtuoso,2.0,1.0,"[2, 2, 3, 2, 1, 0, 3, 3, 3, 1]",0.75
creationist,0.8,0.9798,"[2, 0, 0, 0, 0, 0, 2, 0, 2, 2]",0.6
apologised,0.4,0.91652,"[-1, 0, 2, 0, 0, 1, 0, 2, 0, 0]",0.55
nerd,-1.2,0.6,"[-1, -2, -1, -2, -1, 0, -1, -1, -2, -1]",0.35
ridiculously,-1.4,0.8,"[-1, -2, -1, 0, -2, -1, -1, -3, -1, -2]",0.325
determinableness,0.2,1.07703,"[0, 0, 0, 1, 0, 1, -1, 2, -2, 1]",0.525
indoctrinating,-0.7,1.41774,"[-1, 0, -3, -1, -2, -1, 2, -2, 0, 1]",0.4125
validated,0.9,0.83066,"[2, 1, 0, 1, 1, 0, 2, 0, 0, 2]",0.6125
smarter,2.0,0.7746,"[2, 2, 1, 1, 2, 2, 2, 2, 4, 2]",0.75
giggled,1.5,1.20416,"[1, 3, 1, 3, 3, 1, 1, -1, 2, 1]",0.6875
screwups,-1.0,1.61245,"[-2, -2, -2, -2, 0, 2, -2, -2, 2, -2]",0.375
optimized,2.0,0.44721,"[1, 3, 2, 2, 2, 2, 2, 2, 2, 2]",0.75
grim,-2.7,0.64031,"[-2, -4, -3, -3, -2, -2, -3, -3, -2, -3]",0.16249999999999998
admirers,1.7,1.00499,"[2, 3, 2, 2, 2, 1, -1, 2, 2, 2]",0.7125
respectable,1.9,0.7,"[2, 2, 2, 2, 1, 3, 3, 1, 1, 2]",0.7375
nicer,1.9,0.53852,"[2, 2, 1, 2, 3, 2, 2, 2, 1, 2]",0.7375
win,2.8,0.87178,"[3, 2, 4, 3, 2, 4, 3, 1, 3, 3]",0.85
exhilarating,1.7,1.61555,"[3, 4, 3, 2, -1, 1, 1, 3, -1, 2]",0.7125
freebee,1.3,0.78102,"[1, 2, 1, 1, 1, 0, 3, 2, 1, 1]",0.6625
bias,-0.4,1.11355,"[-1, -2, 0, -2, -1, 1, -1, 1, 0, 1]",0.45
acquitting,1.3,0.78102,"[3, 2, 0, 1, 1, 1, 2, 1, 1, 1]",0.6625
chance,1.0,0.7746,"[1, 1, 0, 0, 0, 2, 1, 2, 1, 2]",0.625
neglectful,-2.0,0.63246,"[-3, -3, -1, -2, -2, -2, -1, -2, -2, -2]",0.25
ruinousness,-1.0,1.09545,"[-1, -2, -3, -1, -1, -2, 1, 0, -1, 0]",0.375
partied,1.4,1.11355,"[2, 3, 1, 1, 1, 2, 3, -1, 1, 1]",0.675
pervert,-2.3,0.9,"[-2, -2, -1, -3, -4, -2, -3, -1, -3, -2]",0.21250000000000002
welldoers,1.6,0.8,"[3, 1, 1, 0, 2, 1, 2, 2, 2, 2]",0.7
faults,-2.1,0.3,"[-2, -2, -2, -2, -2, -2, -3, -2, -2, -2]",0.2375
cheerly,2.4,0.66332,"[2, 2, 3, 2, 2, 3, 4, 2, 2, 2]",0.8
champerty,-0.2,1.32665,"[-2, -1, 0, -1, 0, 0, 0, -2, 2, 2]",0.475
ferocities,-1.0,1.54919,"[1, 0, -2, 0, 0, -3, 0, 0, -2, -4]",0.375
unstable,-1.5,0.5,"[-2, -2, -1, -2, -1, -1, -1, -2, -2, -1]",0.3125
isolation,-1.7,0.78102,"[-1, -3, -1, -2, -2, -1, -3, -1, -2, -1]",0.2875
amusingly,0.8,1.249,"[1, 2, 1, 1, 1, 2, 2, -2, -1, 1]",0.6
honoured,2.2,1.249,"[3, 3, 4, 3, -1, 2, 2, 2, 2, 2]",0.775
shitting,-1.8,0.9798,"[-1, -2, -2, -1, -3, -1, -1, -2, -4, -1]",0.275
attacker,-2.7,0.9,"[-2, -3, -2, -1, -3, -3, -4, -4, -2, -3]",0.16249999999999998
virtueless,-1.4,1.0198,"[-2, 0, -2, -3, -1, -3, -1, -1, -1, 0]",0.325
threatening,-2.4,0.8,"[-3, -3, -2, -3, -2, -1, -3, -1, -3, -3]",0.2
robed,-0.7,0.9,"[-2, 0, 0, 0, 0, -2, 0, -2, -1, 0]",0.4125
flirty,0.6,1.35647,"[2, -2, 2, 1, 1, -2, 1, 1, 1, 1]",0.575
safeguard,1.6,0.4899,"[2, 2, 1, 1, 1, 2, 2, 2, 2, 1]",0.7
undermines,-1.4,0.4899,"[-1, -2, -1, -2, -1, -1, -1, -2, -2, -1]",0.325
pitifully,-1.2,1.249,"[-2, -1, -3, -2, -1, -1, -2, -1, 2, -1]",0.35
gossipped,-1.3,0.9,"[-2, -2, -1, -2, -1, -1, -2, -1, 1, -2]",0.3375
misinterpreted,-1.3,0.64031,"[-1, -2, -1, 0, -2, -1, -1, -1, -2, -2]",0.3375
pissoir,-0.8,1.4,"[-2, 0, 0, -2, -1, -3, 0, -2, 0, 2]",0.4
harmonised,1.3,0.9,"[2, 3, 2, 0, 2, 1, 1, 1, 1, 0]",0.6625
rebel,-0.6,1.49666,"[-2, -1, -1, 0, -2, -1, 2, 1, 1, -3]",0.425
promotes,1.4,0.91652,"[1, 2, 0, 0, 1, 2, 2, 1, 3, 2]",0.675
appreciated,2.3,0.78102,"[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]",0.7875
steals,-2.3,0.64031,"[-4, -2, -2, -3, -2, -2, -2, -2, -2, -2]",0.21250000000000002
ruinating,-1.5,1.20416,"[-2, -2, -2, -3, 0, -1, 1, -3, -1, -2]",0.3125
torturing,-3.0,0.89443,"[-4, -4, -4, -2, -3, -2, -4, -2, -2, -3]",0.125
tranquilness,1.5,1.20416,"[3, 3, 1, 2, 2, 2, 0, -1, 1, 2]",0.6875
illiteracy,-1.9,0.7,"[-2, -1, -2, -2, -3, -2, -1, -2, -1, -3]",0.2625
imposing,-0.4,1.0198,"[1, -1, -2, -1, 1, 1, 0, -1, -1, -1]",0.45
trustingness,1.6,1.2,"[1, 2, 1, 3, 2, 1, 4, 2, 0, 0]",0.7
exonerate,1.8,0.74833,"[2, 2, 2, 2, 3, 2, 1, 0, 2, 2]",0.725
moronic,-2.7,0.64031,"[-3, -3, -3, -3, -2, -4, -2, -3, -2, -2]",0.16249999999999998
hostile,-1.6,1.74356,"[-4, -3, -3, -1, 1, -2, 2, -2, -2, -2]",0.3
numbskull,-2.3,1.41774,"[-2, -4, -3, 0, -2, -2, -4, -4, 0, -2]",0.21250000000000002
dumbfounds,-0.3,1.26886,"[0, -1, -1, 0, 0, -1, -1, -2, 0, 3]",0.4625
punishment,-2.2,0.6,"[-2, -1, -2, -2, -3, -3, -2, -2, -2, -3]",0.22499999999999998
outrageousnesses,-1.3,1.67631,"[-1, -3, -2, 1, 0, 1, 0, -3, -2, -4]",0.3375
prizefighting,0.4,0.91652,"[0, 0, 0, 1, 0, 3, 0, 0, 0, 0]",0.55
smiling,2.0,1.18322,"[2, 1, 1, 1, 2, 3, 4, 1, 4, 1]",0.75
craziest,-0.2,2.13542,"[2, -2, -3, 3, -2, 0, 2, 2, -2, -2]",0.475
greetings,1.8,1.07703,"[1, 2, 3, 3, 1, 1, 1, 4, 1, 1]",0.725
louse,-1.6,1.2,"[-1, -1, -3, -4, 0, -3, -1, -1, -1, -1]",0.3
glamorise,1.3,1.1,"[0, 1, 4, 1, 0, 2, 1, 2, 1, 1]",0.6625
greet,1.3,0.64031,"[1, 1, 1, 1, 0, 2, 2, 2, 2, 1]",0.6625
saddest,-3.0,0.63246,"[-4, -3, -2, -3, -3, -2, -3, -4, -3, -3]",0.125
widowed,-2.1,1.22066,"[0, -4, -2, -4, -3, -2, -2, -2, -1, -1]",0.2375
adversatives,-1.0,0.7746,"[-1, -1, -2, -1, -2, 1, -1, -1, -1, -1]",0.375
dominative,-0.7,1.18743,"[-1, -1, -2, -2, -1, -1, -1, 2, 1, -1]",0.4125
vague,-0.4,0.8,"[0, -1, -1, -1, 0, -1, 1, -1, 1, -1]",0.45
commend,1.9,0.7,"[1, 2, 2, 1, 2, 1, 2, 3, 2, 3]",0.7375
defeaters,-0.9,0.9434,"[-2, 0, -1, -2, -2, -1, 0, -1, 1, -1]",0.3875
chastises,-1.7,1.61555,"[-3, -3, -3, -1, 1, -2, 1, -1, -2, -4]",0.2875
damaging,-2.3,0.9,"[-4, -1, -2, -4, -2, -2, -2, -2, -2, -2]",0.21250000000000002
pardon,1.3,0.45826,"[1, 2, 1, 2, 1, 2, 1, 1, 1, 1]",0.6625
flunking,-1.5,0.92195,"[-2, -1, -1, -3, -1, -1, 0, -2, -3, -1]",0.3125
radiant,2.1,0.83066,"[4, 2, 2, 2, 2, 1, 1, 3, 2, 2]",0.7625
bamboozled,-1.5,1.11803,"[-1, 0, -2, -4, -2, -1, -2, -1, 0, -2]",0.3125
obsessed,-0.7,0.78102,"[0, 0, -1, 0, -1, 0, -1, -2, -2, 0]",0.4125
recommend,1.5,0.67082,"[1, 1, 1, 1, 2, 3, 2, 2, 1, 1]",0.6875
pretending,0.4,1.49666,"[2, 0, -1, -1, 0, 3, -2, 1, 0, 2]",0.55
shortage,-1.0,1.09545,"[-2, -2, -1, -2, -1, -1, 2, -1, -1, -1]",0.375
irresolute,-1.4,0.66332,"[-2, -2, -1, -2, -1, -1, -1, -2, -2, 0]",0.325
weeper,-1.9,0.53852,"[-2, -2, -2, -3, -1, -1, -2, -2, -2, -2]",0.2625
bravest,2.3,0.64031,"[1, 3, 3, 2, 3, 2, 3, 2, 2, 2]",0.7875
moaning,-0.4,1.28062,"[-1, -1, 1, -1, 0, 0, 2, 0, -3, -1]",0.45
defectiveness,-1.8,0.74833,"[-1, -1, -2, -2, -2, -3, -1, -1, -2, -3]",0.275
excitons,0.8,0.6,"[1, 2, 0, 1, 1, 0, 0, 1, 1, 1]",0.6
damnably,-1.7,0.45826,"[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]",0.2875
devilments,-1.1,0.7,"[-2, -1, -2, -2, -1, 0, 0, -1, -1, -1]",0.3625
persecuted,-1.3,1.61555,"[-2, -1, -2, -1, -2, 2, -4, 1, -2, -2]",0.3375
charmless,-1.8,0.87178,"[-3, -1, -3, -1, -1, -1, -2, -1, -3, -2]",0.275
friendlier,2.0,0.63246,"[3, 2, 2, 1, 2, 2, 2, 1, 3, 2]",0.75
irritates,-1.7,0.78102,"[-1, -2, -1, -1, -3, -2, -2, -3, -1, -1]",0.2875
fav,2.0,0.63246,"[2, 1, 2, 2, 2, 1, 3, 2, 3, 2]",0.75
rebellion,-0.5,1.80278,"[-2, -2, -1, -1, 3, -1, 1, -3, 2, -1]",0.4375
perversity,-2.6,0.8,"[-2, -3, -2, -2, -4, -3, -3, -1, -3, -3]",0.175
swift,0.8,0.6,"[1, 0, 1, 1, 0, 2, 0, 1, 1, 1]",0.6
perfectness,3.0,0.63246,"[4, 3, 3, 3, 3, 2, 4, 2, 3, 3]",0.875
entertainments,2.3,1.18743,"[3, 3, 3, 2, 1, 0, 3, 4, 1, 3]",0.7875
averted,-0.3,1.00499,"[-1, 1, 0, 0, 1, 0, -2, 0, 0, -2]",0.4625
chuckleheaded,-1.3,1.84662,"[-3, -4, -2, 0, 3, -1, -2, 0, -2, -2]",0.3375
meh,-0.3,0.78102,"[-1, 0, -1, 0, -1, -1, 1, 0, 1, -1]",0.4625
entertainment,1.8,0.9798,"[2, 0, 4, 2, 2, 1, 2, 2, 1, 2]",0.725
perfection,2.7,1.1,"[3, 3, 3, 1, 2, 4, 4, 1, 2, 4]",0.8375
excellency,2.5,0.80623,"[4, 2, 3, 3, 2, 3, 1, 3, 2, 2]",0.8125
vigorish,-0.4,1.2,"[0, -3, -1, -1, 0, -1, 0, 0, 2, 0]",0.45
resentfully,-1.4,1.11355,"[-1, -2, -1, -1, -3, 1, -1, -3, -1, -2]",0.325
dumbness,-1.9,0.53852,"[-2, -2, -2, -2, -2, -3, -2, -2, -1, -1]",0.2625
charitableness,1.9,0.9434,"[3, 1, 1, 3, 1, 3, 3, 2, 1, 1]",0.7375
thankfulness,2.1,1.44568,"[3, 3, 4, 2, 2, 1, -1, 1, 2, 4]",0.7625
opportunistically,0.9,1.51327,"[1, -3, 1, 3, 2, 2, 1, 0, 1, 1]",0.6125
rewarder,1.6,0.8,"[1, 2, 3, 1, 1, 3, 2, 1, 1, 1]",0.7
disregarding,-0.9,0.53852,"[-1, 0, -1, 0, -2, -1, -1, -1, -1, -1]",0.3875
humorist,1.2,0.74833,"[1, 2, 1, 1, 2, 1, 2, 0, 0, 2]",0.65
amoralism,-0.7,1.34536,"[-2, -1, -2, 0, 0, -3, 2, 0, -1, 0]",0.4125
