sign,negative,positive,neutral,prediction
dynamometry,0.6,1.28062,"[-2, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0.60042584
dynamos,0.3,0.64031,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",0.6270932
dynamotor,0.6,0.91652,"[0, 2, 0, 0, 0, 0, 2, 0, 2, 0]",0.6159226
dysfunction,-1.8,0.6,"[-2, -3, -2, -1, -2, -1, -2, -1, -2, -2]",0.31578368
eager,1.5,0.67082,"[1, 3, 1, 2, 2, 2, 1, 1, 1, 1]",0.5753277
eagerly,1.6,0.66332,"[0, 1, 2, 2, 2, 2, 2, 1, 2, 2]",0.5784955
eagerness,1.7,0.45826,"[2, 2, 2, 2, 1, 1, 2, 2, 2, 1]",0.598305
eagers,1.6,0.66332,"[2, 2, 3, 1, 2, 1, 1, 1, 2, 1]",0.58574873
earnest,2.3,0.64031,"[3, 2, 3, 1, 2, 2, 2, 3, 3, 2]",0.6041486
ease,1.5,0.92195,"[1, 1, 1, 0, 2, 1, 2, 3, 3, 1]",0.5900605
eased,1.2,0.74833,"[2, 0, 1, 0, 2, 2, 1, 1, 1, 2]",0.532072
easeful,1.5,1.0247,"[2, 1, 1, 2, 1, 0, 3, 2, 0, 3]",0.67709285
easefully,1.4,0.4899,"[2, 2, 1, 1, 1, 1, 2, 2, 1, 1]",0.63518286
easel,0.3,0.45826,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0.55704784
easement,1.6,0.91652,"[0, 1, 2, 3, 2, 1, 2, 1, 3, 1]",0.57609284
easements,0.4,1.11355,"[0, 0, 0, 1, 2, -2, 1, 0, 2, 0]",0.57830757
eases,1.3,0.78102,"[2, 0, 1, 0, 2, 2, 2, 1, 1, 2]",0.5775277
easier,1.8,0.9798,"[1, 1, 2, 2, 4, 3, 2, 1, 1, 1]",0.5664945
easiest,1.8,1.07703,"[2, 4, 1, 3, 2, 0, 2, 2, 1, 1]",0.61772054
easily,1.4,0.4899,"[2, 1, 1, 2, 1, 2, 1, 2, 1, 1]",0.5914655
easiness,1.6,0.66332,"[2, 1, 1, 2, 3, 2, 1, 1, 2, 1]",0.6075483
easing,1.0,0.63246,"[0, 0, 2, 1, 1, 2, 1, 1, 1, 1]",0.5335012
easy,1.9,1.04403,"[1, 4, 2, 1, 1, 3, 1, 3, 2, 1]",0.6542231
easygoing,1.3,0.45826,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 1]",0.6438407
easygoingness,1.5,0.67082,"[1, 2, 1, 2, 1, 3, 1, 2, 1, 1]",0.66046274
ecstacy,3.3,1.18743,"[4, 4, 3, 4, 4, 0, 3, 3, 4, 4]",0.5699197
ecstasies,2.3,1.34536,"[3, 3, 2, 4, 3, 1, 3, -1, 2, 3]",0.56736696
ecstasy,2.9,1.75784,"[4, 3, 3, 4, 4, 2, -2, 3, 4, 4]",0.54089975
ecstatic,2.3,1.34536,"[3, 4, 3, 4, 1, 1, 1, 4, 1, 1]",0.7004485
ecstatically,2.8,1.93907,"[3, 4, -1, 4, 4, 4, -1, 3, 4, 4]",0.6725173
ecstatics,2.9,0.83066,"[1, 3, 4, 4, 3, 3, 3, 2, 3, 3]",0.6744435
eerie,-1.5,0.67082,"[-1, -1, -2, -2, -1, -1, -2, -1, -3, -1]",0.5063452
eery,-0.9,1.04403,"[-3, -1, -2, -1, -2, 0, 0, 0, 0, 0]",0.5223123
effective,2.1,0.83066,"[2, 2, 2, 1, 3, 4, 2, 1, 2, 2]",0.54990363
effectively,1.9,0.7,"[1, 2, 1, 2, 2, 1, 3, 3, 2, 2]",0.6177268
efficiencies,1.6,0.4899,"[2, 1, 1, 2, 2, 2, 1, 2, 2, 1]",0.5743759
efficiency,1.5,0.5,"[2, 1, 2, 2, 1, 2, 1, 1, 2, 1]",0.6159
efficient,1.8,0.9798,"[1, 2, 1, 1, 2, 3, 3, 0, 2, 3]",0.58431315
efficiently,1.7,0.78102,"[1, 3, 2, 1, 3, 1, 1, 2, 2, 1]",0.5738497
effin,-2.3,1.18743,"[0, -3, -3, -3, -2, -1, -4, -1, -3, -3]",0.44397113
egotism,-1.4,0.91652,"[-2, -3, -1, -2, -2, 0, 0, -1, -2, -1]",0.44786316
egotisms,-1.0,0.7746,"[-1, -1, -1, -1, -1, 0, 0, -1, -3, -1]",0.4810136
egotist,-2.3,0.9,"[-2, -1, -2, -3, -4, -2, -3, -3, -1, -2]",0.43375468
egotistic,-1.4,1.0198,"[-2, -1, -1, -1, -2, 1, -3, -2, -1, -2]",0.31587988
egotistical,-0.9,1.57797,"[-1, -2, -2, -1, -2, 1, -3, 2, 1, -2]",0.3164447
egotistically,-1.8,0.87178,"[-2, -1, -1, -2, -1, -3, -3, -1, -1, -3]",0.35365036
egotists,-1.7,0.78102,"[-1, -2, 0, -2, -2, -2, -3, -1, -2, -2]",0.4276596
elated,3.2,0.74833,"[2, 4, 4, 3, 4, 3, 3, 2, 3, 4]",0.5597933
elation,1.5,1.43178,"[1, 2, -2, 2, 2, 3, 0, 3, 2, 2]",0.6331195
elegance,2.1,0.53852,"[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]",0.7025445
elegances,1.8,0.6,"[2, 2, 1, 1, 2, 2, 2, 3, 2, 1]",0.74817324
elegancies,1.6,1.0198,"[2, 1, 2, 1, 1, 0, 4, 1, 2, 2]",0.666142
elegancy,2.1,0.53852,"[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]",0.6458428
elegant,2.1,0.83066,"[2, 2, 2, 1, 4, 1, 2, 3, 2, 2]",0.77516973
elegantly,1.9,0.83066,"[2, 1, 1, 3, 2, 2, 1, 3, 3, 1]",0.740615
embarrass,-1.2,1.66132,"[-2, -2, -3, -1, -2, -2, 2, 2, -2, -2]",0.38860616
embarrassable,-1.6,0.8,"[-3, -2, -1, -3, -1, -1, -1, -2, -1, -1]",0.36612022
embarrassed,-1.5,0.67082,"[-2, -2, -1, -2, -1, -3, -1, -1, -1, -1]",0.3440341
embarrassedly,-1.1,1.44568,"[-2, -1, -2, -3, 1, -1, -1, -2, -2, 2]",0.3649704
embarrasses,-1.7,0.78102,"[-2, -3, -1, -2, -1, -3, -2, -1, -1, -1]",0.34285903
embarrassing,-1.6,0.8,"[-3, -1, -1, -1, -1, -2, -1, -2, -3, -1]",0.3796166
embarrassingly,-1.7,0.64031,"[-2, -1, -1, -2, -1, -2, -1, -3, -2, -2]",0.3740654
embarrassment,-1.9,0.53852,"[-2, -2, -1, -2, -2, -2, -2, -1, -3, -2]",0.33003816
embarrassments,-1.7,0.64031,"[-2, -1, -2, -1, -1, -2, -2, -1, -2, -3]",0.3505471
embittered,-0.4,1.35647,"[1, -2, -1, 1, -2, 2, 0, -1, 0, -2]",0.42109448
embrace,1.3,1.34536,"[3, 2, 1, 3, 2, -1, 2, 1, -1, 1]",0.5980556
emergency,-1.6,2.05913,"[-3, -3, -3, -3, -4, 2, 1, -1, 1, -3]",0.41476905
emotional,0.6,1.0198,"[1, -1, 0, 0, 0, 2, 0, 2, 2, 0]",0.6302471
empathetic,1.7,1.1,"[-1, 3, 2, 2, 2, 1, 3, 1, 2, 2]",0.4734188
emptied,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]",0.3921223
emptier,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]",0.46602228
emptiers,-0.7,0.78102,"[0, 0, -1, 0, -1, -1, -2, 0, -2, 0]",0.48134857
empties,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]",0.46873578
emptiest,-1.8,1.07703,"[-1, -2, -2, -1, -1, -2, -3, 0, -4, -2]",0.46588418
emptily,-1.0,1.41421,"[-2, 2, -1, -1, -1, 0, -4, -1, -1, -1]",0.4613473
emptiness,-1.9,0.7,"[-2, -2, -3, -2, -2, -1, -1, -3, -1, -2]",0.4444958
emptinesses,-1.5,1.11803,"[-1, -1, -3, -1, -1, -1, -2, 0, -4, -1]",0.4668516
emptins,-0.3,0.45826,"[0, 0, 0, -1, 0, 0, 0, -1, -1, 0]",0.46141604
empty,-0.8,0.74833,"[-1, -1, -1, -1, -1, -1, -2, 0, -1, 1]",0.42924228
emptying,-0.6,1.0198,"[2, -1, -1, 0, -1, 0, -1, -1, -2, -1]",0.4296682
enchanted,1.6,0.8,"[1, 3, 1, 2, 1, 3, 1, 2, 1, 1]",0.7380844
encourage,2.3,0.78102,"[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]",0.62177306
encouraged,1.5,0.5,"[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]",0.58596754
encouragement,1.8,0.9798,"[2, 1, 2, 1, 1, 3, 1, 2, 4, 1]",0.60225785
encouragements,2.1,0.7,"[3, 2, 3, 2, 1, 2, 3, 2, 2, 1]",0.55563754
encourager,1.5,0.5,"[2, 1, 2, 1, 1, 2, 1, 1, 2, 2]",0.53471464
encouragers,1.5,0.5,"[2, 2, 1, 1, 2, 2, 1, 1, 2, 1]",0.55384594
encourages,1.9,0.53852,"[2, 2, 1, 2, 2, 1, 2, 2, 2, 3]",0.53690416
encouraging,2.4,0.66332,"[2, 3, 2, 3, 3, 2, 3, 2, 1, 3]",0.6632983
encouragingly,2.0,0.7746,"[1, 1, 1, 3, 2, 2, 2, 3, 2, 3]",0.6361954
endorse,1.3,0.9,"[0, 1, 0, 1, 3, 2, 2, 2, 1, 1]",0.52681
endorsed,1.0,0.89443,"[1, 2, 0, 1, 1, 0, 1, 0, 3, 1]",0.53668743
endorsement,1.3,0.9,"[0, 1, 2, 2, 1, 2, 0, 1, 3, 1]",0.56188625
endorses,1.4,0.4899,"[1, 2, 1, 2, 1, 1, 1, 2, 2, 1]",0.5304147
enemies,-2.2,0.6,"[-2, -3, -1, -2, -2, -3, -2, -3, -2, -2]",0.29947552
enemy,-2.5,0.92195,"[-3, -2, -3, -3, -3, -4, -1, -3, -1, -2]",0.28947678
energetic,1.9,0.53852,"[2, 1, 3, 2, 2, 2, 1, 2, 2, 2]",0.71748745
energetically,1.8,0.6,"[2, 2, 1, 1, 2, 2, 3, 1, 2, 2]",0.6739471
energetics,0.3,0.64031,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0]",0.69906276
energies,0.9,1.04403,"[1, 0, 0, 2, 0, 1, 3, 2, 0, 0]",0.7040272
energise,2.2,0.4,"[2, 2, 2, 2, 2, 2, 3, 2, 3, 2]",0.60078526
energised,2.1,0.53852,"[2, 3, 1, 2, 2, 2, 3, 2, 2, 2]",0.5955679
energises,2.2,0.6,"[3, 3, 2, 2, 1, 3, 2, 2, 2, 2]",0.59734267
energising,1.9,0.7,"[2, 3, 1, 2, 2, 3, 2, 1, 1, 2]",0.62400573
energization,1.6,0.66332,"[1, 2, 1, 3, 1, 1, 2, 2, 2, 1]",0.7436116
energizations,1.5,1.11803,"[1, 0, 3, 1, 3, 0, 1, 1, 2, 3]",0.74415946
energize,2.1,0.7,"[2, 2, 2, 1, 3, 2, 3, 2, 3, 1]",0.7865105
energized,2.3,0.64031,"[3, 2, 3, 3, 3, 2, 2, 2, 1, 2]",0.78025293
energizer,2.1,0.53852,"[3, 2, 2, 2, 2, 2, 2, 3, 1, 2]",0.6997581
energizers,1.7,0.9,"[2, 0, 2, 3, 3, 1, 1, 2, 2, 1]",0.7250576
energizes,2.1,0.53852,"[3, 2, 3, 2, 2, 2, 2, 2, 1, 2]",0.78231543
energizing,2.0,0.63246,"[3, 3, 2, 1, 2, 2, 1, 2, 2, 2]",0.78295356
energy,1.1,0.83066,"[0, 2, 0, 2, 1, 1, 2, 1, 2, 0]",0.69001955
engage,1.4,0.8,"[1, 2, 3, 2, 1, 1, 0, 1, 2, 1]",0.553549
engaged,1.7,1.1,"[1, 1, 2, 2, 1, 0, 2, 3, 4, 1]",0.55912787
engagement,2.0,1.34164,"[0, 0, 3, 4, 4, 2, 1, 2, 2, 2]",0.58182865
engagements,0.6,0.8,"[1, 0, 0, 2, 0, 2, 0, 0, 1, 0]",0.58177394
engager,1.1,0.7,"[1, 1, 0, 2, 1, 0, 2, 1, 2, 1]",0.49751475
engagers,1.0,0.7746,"[1, 1, 1, 0, 2, 1, 0, 2, 2, 0]",0.5341028
engages,1.0,0.7746,"[1, 1, 0, 2, 1, 0, 1, 2, 2, 0]",0.51335156
engaging,1.4,0.4899,"[2, 2, 1, 1, 2, 1, 1, 1, 1, 2]",0.55262166
engagingly,1.5,0.67082,"[1, 2, 3, 1, 1, 1, 1, 1, 2, 2]",0.59626186
engrossed,0.6,1.49666,"[0, 2, 0, 2, -2, 2, 3, -1, 0, 0]",0.5361441
enjoy,2.2,0.6,"[3, 2, 2, 2, 3, 2, 2, 3, 2, 1]",0.76254505
enjoyable,1.9,0.53852,"[3, 2, 2, 1, 2, 1, 2, 2, 2, 2]",0.747999
enjoyableness,1.9,1.13578,"[2, 2, 2, 2, 1, 3, 3, 3, -1, 2]",0.7884656
enjoyably,1.8,0.4,"[2, 2, 2, 1, 2, 1, 2, 2, 2, 2]",0.8027267
enjoyed,2.3,0.64031,"[2, 2, 1, 3, 3, 3, 2, 2, 2, 3]",0.7883699
enjoyer,2.2,0.6,"[2, 2, 1, 3, 3, 2, 2, 2, 2, 3]",0.7193489
enjoyers,2.2,0.74833,"[2, 4, 2, 2, 2, 2, 2, 3, 2, 1]",0.74729896
enjoying,2.4,0.66332,"[2, 2, 2, 3, 3, 3, 1, 3, 2, 3]",0.78777903
enjoyment,2.6,0.4899,"[2, 3, 2, 3, 2, 3, 2, 3, 3, 3]",0.7143718
enjoyments,2.0,0.7746,"[3, 1, 1, 3, 2, 1, 2, 2, 2, 3]",0.69642735
enjoys,2.3,0.45826,"[2, 3, 2, 2, 2, 3, 2, 3, 2, 2]",0.7150606
enlighten,2.3,1.1,"[2, 2, 1, 3, 2, 1, 1, 4, 3, 4]",0.731881
enlightened,2.2,0.87178,"[4, 2, 3, 1, 2, 2, 1, 3, 2, 2]",0.7823663
enlightening,2.3,0.64031,"[3, 2, 2, 2, 2, 2, 2, 4, 2, 2]",0.782645
enlightens,1.7,1.00499,"[2, 1, 1, 1, 1, 2, 4, 1, 3, 1]",0.66684467
ennui,-1.2,0.6,"[-1, -1, -1, -2, -1, -1, -2, -1, 0, -2]",0.48872137
enrage,-2.6,0.91652,"[-3, -3, -3, -4, -1, -1, -3, -2, -3, -3]",0.4056842
enraged,-1.7,1.79165,"[-3, -3, -3, -3, 2, -1, -3, -1, 1, -3]",0.388881
enrages,-1.8,1.6,"[-3, -3, -3, -3, 1, -1, -3, -1, 1, -3]",0.44490835
enraging,-2.8,0.74833,"[-4, -2, -3, -2, -2, -3, -3, -2, -4, -3]",0.39458355
enrapture,3.0,0.63246,"[2, 4, 3, 3, 4, 3, 3, 2, 3, 3]",0.470459
enslave,-3.1,0.9434,"[-3, -4, -2, -4, -4, -2, -4, -2, -4, -2]",0.25481886
enslaved,-1.7,2.41039,"[3, -3, -3, -3, -4, -4, -4, 1, -1, 1]",0.3230136
enslaves,-1.6,2.15407,"[2, -2, -3, -2, -4, -4, -4, 1, -1, 1]",0.2867682
ensure,1.6,0.91652,"[2, 1, 3, 1, 1, 2, 3, 2, 0, 1]",0.5524952
ensuring,1.1,0.9434,"[0, 1, 3, 1, 1, 2, 1, 0, 2, 0]",0.5145183
enterprising,2.3,0.78102,"[3, 2, 1, 3, 3, 2, 1, 2, 3, 3]",0.5665276
entertain,1.3,0.64031,"[1, 2, 1, 1, 2, 1, 2, 0, 1, 2]",0.6318673
entertained,1.7,0.64031,"[1, 2, 2, 1, 2, 1, 1, 3, 2, 2]",0.6707071
entertainer,1.6,1.2,"[1, 4, 2, 2, 0, 0, 1, 3, 1, 2]",0.5933363
entertainers,1.0,0.7746,"[0, 1, 2, 2, 0, 0, 1, 1, 2, 1]",0.5920213
entertaining,1.9,0.83066,"[1, 2, 1, 1, 3, 2, 3, 2, 3, 1]",0.74313444
entertainingly,1.9,0.53852,"[2, 1, 2, 3, 2, 2, 1, 2, 2, 2]",0.7747343
entertainment,1.8,0.9798,"[2, 0, 4, 2, 2, 1, 2, 2, 1, 2]",0.6073306
entertainments,2.3,1.18743,"[3, 3, 3, 2, 1, 0, 3, 4, 1, 3]",0.5918238
entertains,2.4,0.66332,"[2, 2, 2, 2, 2, 3, 4, 3, 2, 2]",0.61209637
enthral,0.4,1.42829,"[2, 2, 0, 2, 0, -1, -2, 2, 0, -1]",0.5724167
enthuse,1.6,0.66332,"[1, 2, 1, 1, 3, 1, 2, 2, 2, 1]",0.5693556
enthused,2.0,0.63246,"[3, 3, 1, 2, 2, 2, 2, 1, 2, 2]",0.52192295
enthuses,1.7,0.78102,"[2, 3, 1, 2, 1, 3, 1, 1, 1, 2]",0.60473377
enthusiasm,1.9,0.9434,"[3, 3, 3, 2, 1, 0, 2, 1, 2, 2]",0.6987496
enthusiasms,2.0,0.89443,"[1, 3, 2, 2, 3, 2, 0, 2, 3, 2]",0.6948774
enthusiast,1.5,0.67082,"[1, 2, 2, 2, 0, 1, 1, 2, 2, 2]",0.685356
enthusiastic,2.2,0.9798,"[1, 2, 3, 4, 2, 3, 2, 1, 1, 3]",0.68387276
enthusiastically,2.6,0.66332,"[3, 3, 3, 2, 3, 3, 3, 3, 2, 1]",0.6375883
enthusiasts,1.4,0.91652,"[1, 1, 0, 3, 3, 2, 1, 1, 1, 1]",0.6691164
enthusing,1.9,0.7,"[2, 1, 2, 1, 2, 3, 2, 1, 2, 3]",0.5771296
entitled,1.1,0.83066,"[2, 2, 1, 1, 2, 1, 1, -1, 1, 1]",0.54521424
entrusted,0.8,1.46969,"[3, 0, 2, 2, 1, 1, -1, 0, -2, 2]",0.5594443
envied,-1.1,0.83066,"[-1, -2, -2, 1, -2, -1, -1, -1, -1, -1]",0.53803146
envier,-1.0,0.7746,"[-1, -2, -2, -1, -1, 1, -1, -1, -1, -1]",0.535556
enviers,-1.1,1.13578,"[-3, -1, 0, -3, -1, -1, -1, -1, 1, -1]",0.5767755
envies,-0.8,0.9798,"[-1, -2, -2, 1, -1, 1, -1, -1, -1, -1]",0.56050116
envious,-1.1,0.83066,"[-2, -1, -1, -1, -2, -1, -1, 1, -2, -1]",0.50421566
envy,-1.1,0.83066,"[-2, -1, -1, -2, -1, -1, -1, 1, -1, -2]",0.48057905
envying,-0.8,1.32665,"[-1, -1, -1, -1, -3, 2, -2, -1, 1, -1]",0.47133037
envyingly,-1.3,1.55242,"[-2, 3, -2, -2, -1, -3, -1, -1, -2, -2]",0.5052395
erroneous,-1.8,0.6,"[-2, -3, -2, -2, -2, -2, -1, -1, -1, -2]",0.44018966
error,-1.7,0.64031,"[-2, -1, -2, -1, -2, -1, -1, -2, -3, -2]",0.38475743
errors,-1.4,0.66332,"[-2, -1, -2, 0, -2, -2, -1, -1, -1, -2]",0.41760495
escape,0.7,1.00499,"[2, 0, 0, 1, 0, 1, 0, 3, 0, 0]",0.50652707
escapes,0.5,1.36015,"[4, 1, 1, 0, -1, 0, -1, 0, 1, 0]",0.57503515
escaping,0.2,1.46969,"[-2, 2, -1, 0, 1, 0, 2, 2, -2, 0]",0.53705215
esteemed,1.9,0.83066,"[3, 2, 1, 2, 3, 1, 1, 2, 3, 1]",0.6288535
ethical,2.3,0.78102,"[3, 3, 3, 3, 2, 2, 1, 3, 2, 1]",0.58602023
euphoria,3.3,0.9,"[4, 4, 3, 3, 3, 4, 4, 4, 1, 3]",0.75429887
euphoric,3.2,0.87178,"[3, 4, 3, 3, 3, 4, 4, 4, 1, 3]",0.80563277
eviction,-2.0,0.63246,"[-2, -2, -3, -2, -3, -2, -1, -2, -1, -2]",0.2867105
evil,-3.4,0.91652,"[-4, -4, -4, -3, -3, -4, -1, -4, -3, -4]",0.32708976
evildoer,-3.1,0.7,"[-2, -3, -3, -3, -4, -4, -3, -2, -3, -4]",0.30374795
evildoers,-2.4,0.4899,"[-3, -3, -2, -2, -2, -2, -2, -2, -3, -3]",0.35380614
evildoing,-3.1,0.7,"[-4, -4, -3, -3, -3, -4, -2, -3, -2, -3]",0.34875348
evildoings,-2.5,1.0247,"[-3, -1, -1, -3, -4, -2, -4, -2, -2, -3]",0.3543649
eviler,-2.1,1.13578,"[-2, -1, -3, -2, -4, -3, -1, -2, 0, -3]",0.3081348
evilest,-2.5,1.0247,"[-3, -4, -1, -3, -2, -3, -1, -4, -2, -2]",0.27653602
eviller,-2.9,0.83066,"[-3, -3, -4, -2, -2, -3, -2, -4, -2, -4]",0.43572277
evillest,-3.3,0.78102,"[-3, -4, -2, -3, -4, -2, -4, -4, -3, -4]",0.42459458
evilly,-3.4,0.8,"[-2, -4, -4, -4, -3, -4, -4, -4, -3, -2]",0.32201543
evilness,-3.1,1.04403,"[-3, -4, -4, -4, -4, -2, -3, -2, -1, -4]",0.29303765
evils,-2.7,0.78102,"[-3, -2, -2, -4, -4, -2, -3, -2, -3, -2]",0.36631808
exaggerate,-0.6,0.66332,"[-1, -1, -1, 0, -1, 0, 1, -1, -1, -1]",0.42071804
exaggerated,-0.4,1.2,"[-1, -1, -1, -1, -1, 2, 1, 1, -2, -1]",0.47089398
exaggerates,-0.6,1.28062,"[-1, -1, -1, -1, -1, 1, 0, 2, -3, -1]",0.419248
exaggerating,-0.7,0.9,"[-1, -2, 0, -1, 0, 0, -2, -1, 1, -1]",0.3996566
exasperated,-1.8,1.53623,"[-4, -3, -3, -1, -1, -1, 1, -1, -4, -1]",0.42825434
excel,2.0,1.0,"[3, 0, 2, 3, 1, 1, 3, 3, 2, 2]",0.6504024
excelled,2.2,0.87178,"[1, 2, 2, 2, 3, 2, 4, 3, 2, 1]",0.5199846
excellence,3.1,0.9434,"[4, 3, 4, 3, 2, 3, 1, 4, 3, 4]",0.7631356
excellences,2.5,0.92195,"[4, 2, 2, 2, 4, 3, 2, 2, 3, 1]",0.73462796
excellencies,2.4,0.4899,"[3, 2, 3, 3, 2, 2, 2, 2, 3, 2]",0.69208837
excellency,2.5,0.80623,"[4, 2, 3, 3, 2, 3, 1, 3, 2, 2]",0.7139009
excellent,2.7,0.64031,"[2, 3, 3, 3, 3, 2, 3, 2, 2, 4]",0.7637917
excellently,3.1,0.7,"[4, 3, 3, 3, 2, 3, 3, 4, 4, 2]",0.74752206
excelling,2.5,0.67082,"[2, 2, 3, 3, 3, 2, 2, 4, 2, 2]",0.7212579
excels,2.5,0.92195,"[4, 2, 4, 2, 2, 1, 2, 3, 3, 2]",0.64615726
excelsior,0.7,0.64031,"[1, 0, 0, 2, 0, 1, 1, 1, 1, 0]",0.63541657
excitabilities,1.5,1.0247,"[2, 0, 1, 1, 3, 1, 2, 3, 2, 0]",0.5712247
excitability,1.2,0.87178,"[0, 1, 1, 0, 1, 2, 3, 1, 2, 1]",0.6571074
excitable,1.5,0.92195,"[2, 3, 1, 0, 1, 2, 2, 0, 2, 2]",0.6961399
excitableness,1.0,1.09545,"[0, 0, 2, 0, 2, 0, 2, 0, 1, 3]",0.6195583
excitant,1.8,1.16619,"[1, 0, 1, 3, 2, 0, 3, 3, 2, 3]",0.6277946
excitants,1.2,0.9798,"[1, 0, 1, 2, 2, 2, 1, -1, 2, 2]",0.6006569
excitation,1.8,0.87178,"[2, 0, 3, 1, 3, 2, 2, 2, 1, 2]",0.6787218
excitations,1.8,1.16619,"[3, 3, -1, 2, 2, 2, 1, 1, 3, 2]",0.68595755
excitative,0.3,0.78102,"[0, 1, 1, 0, 0, 0, 2, 0, -1, 0]",0.5945525
excitatory,1.1,1.7,"[-1, 2, 2, 1, 2, 2, 2, 3, -3, 1]",0.56917626
excite,2.1,1.22066,"[1, 2, 2, 1, 2, 0, 4, 4, 3, 2]",0.74186087
excited,1.4,0.4899,"[1, 1, 2, 1, 2, 1, 2, 1, 1, 2]",0.8065932
excitedly,2.3,0.9,"[3, 3, 2, 3, 1, 3, 1, 3, 1, 3]",0.7796637
excitement,2.2,0.4,"[2, 2, 2, 3, 3, 2, 2, 2, 2, 2]",0.7346976
excitements,1.9,0.53852,"[2, 1, 2, 3, 2, 2, 2, 2, 2, 1]",0.67716604
exciter,1.9,0.9434,"[3, 2, 3, 1, 0, 1, 2, 3, 2, 2]",0.57391655
exciters,1.4,1.42829,"[1, 2, 0, 1, 2, 4, 0, -1, 3, 2]",0.59400123
excites,2.1,0.83066,"[2, 3, 3, 2, 0, 2, 2, 3, 2, 2]",0.716115
exciting,2.2,0.87178,"[3, 2, 1, 1, 1, 3, 3, 3, 2, 3]",0.7814173
excitingly,1.9,0.9434,"[3, 2, 3, 0, 1, 2, 1, 2, 2, 3]",0.7754687
exciton,0.3,0.64031,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.565023
excitonic,0.2,0.6,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0.5453848
excitons,0.8,0.6,"[1, 2, 0, 1, 1, 0, 0, 1, 1, 1]",0.55877316
excitor,0.5,0.67082,"[2, 0, 0, 0, 1, 1, 1, 0, 0, 0]",0.56935364
exclude,-0.9,1.13578,"[-1, -2, -1, -3, -1, 1, -1, -1, 1, -1]",0.4376591
excluded,-1.4,1.62481,"[-2, -1, -3, -3, -2, -3, -2, 1, -1, 2]",0.41575965
exclusion,-1.2,1.249,"[-2, -2, -3, -1, -2, -1, -1, -1, 2, -1]",0.46706933
exclusive,0.5,0.92195,"[0, 0, 0, -1, 2, 0, 1, 2, 1, 0]",0.54401094
excruciate,-2.7,0.64031,"[-2, -3, -2, -3, -3, -2, -4, -3, -2, -3]",0.30940107
excruciated,-1.3,1.9,"[-4, -1, -4, 0, 2, -2, -1, -1, -3, 1]",0.26999488
excruciates,-1.0,2.19089,"[-4, 1, -4, 0, 1, -3, -1, 1, -3, 2]",0.30853358
excruciating,-3.3,0.9,"[-3, -4, -4, -4, -4, -4, -4, -2, -2, -2]",0.2682286
excruciatingly,-2.9,1.04403,"[-2, -4, -3, -2, -4, -1, -2, -3, -4, -4]",0.26053396
excruciation,-3.4,0.66332,"[-4, -3, -2, -4, -4, -3, -4, -3, -3, -4]",0.2999098
excruciations,-1.9,1.51327,"[-3, -3, -2, -4, -1, -1, 1, -4, -1, -1]",0.30515435
excuse,0.3,1.73494,"[0, 0, 3, -1, 0, -1, -2, 0, 4, 0]",0.49521643
exempt,0.4,0.91652,"[1, 0, 0, 0, 2, -1, 0, 0, 2, 0]",0.46488205
exhaust,-1.2,0.87178,"[0, -1, 0, -1, -1, -3, -2, -2, -1, -1]",0.4611069
exhausted,-1.5,1.28452,"[-2, -1, 2, -2, -3, -2, -2, -1, -2, -2]",0.3523004
exhauster,-1.3,0.64031,"[-1, -1, 0, -1, -2, -1, -1, -2, -2, -2]",0.44978446
exhausters,-1.3,0.45826,"[-2, -1, -2, -1, -1, -2, -1, -1, -1, -1]",0.4794356
exhaustibility,-0.8,1.07703,"[0, -2, -3, 0, 1, -1, -1, -1, 0, -1]",0.55247694
exhaustible,-1.0,0.63246,"[-1, -1, 0, -1, -2, -2, -1, 0, -1, -1]",0.5154029
exhausting,-1.5,0.5,"[-1, -2, -1, -1, -2, -1, -2, -2, -1, -2]",0.37186217
exhaustion,-1.5,0.92195,"[-2, -1, 1, -2, -2, -2, -2, -1, -2, -2]",0.43018234
exhaustions,-1.1,0.9434,"[-1, -3, -2, -1, -1, -1, -1, 1, -1, -1]",0.4317398
exhaustive,-0.5,0.67082,"[-1, -1, 0, -1, -2, 0, 0, 0, 0, 0]",0.44791904
exhaustively,-0.7,0.78102,"[-2, 0, -1, -1, -1, -2, 0, 0, 0, 0]",0.48091793
exhaustiveness,-1.1,1.3,"[-2, -2, 0, -1, -1, 1, -4, -1, 0, -1]",0.48060653
exhaustless,0.2,1.8868,"[1, 1, 0, 2, 3, 0, -2, 2, -2, -3]",0.44431078
