sign,negative,positive,neutral,predicted,loss
enlightened,2.2,0.87178,"[4, 2, 3, 1, 2, 2, 1, 3, 2, 2]",2.449964,0.2499640464782713
misinterpreted,-1.3,0.64031,"[-1, -2, -1, 0, -2, -1, -1, -1, -2, -2]",-1.5499806,0.2499806404113769
gratifies,1.5,0.80623,"[3, 1, 1, 1, 2, 1, 1, 1, 1, 3]",1.7506585,0.2506585121154785
wanker,-2.5,0.67082,"[-2, -3, -3, -2, -3, -3, -2, -1, -3, -3]",-2.2492764,0.25072360038757324
gigglier,1.0,1.09545,"[2, 1, 1, 2, 2, 1, -1, 2, 1, -1]",0.74922514,0.2507748603820801
fed up,-1.8,1.249,"[-2, -2, -3, -4, -2, -2, -1, -2, -1, 1]",-1.5489335,0.25106649398803715
doubter,-1.6,0.91652,"[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]",-1.3487444,0.25125560760498056
adventures,1.4,1.2,"[2, 2, 1, 2, -2, 2, 2, 1, 2, 2]",1.6514649,0.25146493911743173
weaken,-1.8,0.6,"[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]",-1.5484669,0.2515330791473389
lurks,-0.9,1.04403,"[-1, -1, -1, -2, -2, -1, -1, -1, 2, -1]",-1.1516037,0.25160369873046873
freedwomen,1.3,0.78102,"[2, 0, 2, 0, 2, 1, 1, 1, 2, 2]",1.0480952,0.25190477371215825
overwhelm,-0.7,1.26886,"[-1, 2, -1, -1, -2, -2, 1, 0, -1, -2]",-0.44808292,0.2519170761108398
risking,-1.3,1.1,"[0, 0, -2, 0, -1, -3, -3, -1, -2, -1]",-1.0479898,0.25201015472412114
poisonous,-2.7,0.78102,"[-3, -3, -4, -2, -1, -3, -3, -3, -3, -2]",-2.9523032,0.25230317115783674
desirable,1.3,0.45826,"[2, 1, 1, 1, 1, 1, 1, 2, 2, 1]",1.0472713,0.25272874832153325
foemen,-0.3,1.18743,"[0, 0, -1, 0, 0, -2, -2, -1, 2, 1]",-0.5528331,0.25283308029174806
disappointingly,-1.9,0.7,"[-2, -1, -1, -3, -2, -3, -2, -2, -1, -2]",-2.152973,0.2529729366302491
weeping,-1.9,0.9434,"[-2, -2, -1, -1, -1, -1, -4, -2, -2, -3]",-1.6468153,0.25318470001220694
drag,-0.9,0.83066,"[-1, -2, -1, -1, -2, -1, -1, 1, 0, -1]",-0.64668274,0.2533172607421875
surprisals,0.7,1.1,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 3]",0.44662857,0.25337142944335933
stimulates,1.0,0.89443,"[1, 0, 0, 0, 1, 1, 2, 1, 3, 1]",1.2535882,0.2535881996154785
struggler,-1.1,0.7,"[-1, -1, -1, -1, 0, -1, -2, -2, 0, -2]",-1.3536296,0.25362958908081046
freeboards,0.7,0.9,"[0, 0, 0, 1, 0, 0, 2, 2, 2, 0]",0.9536934,0.25369338989257817
dumbed,-1.4,0.4899,"[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]",-1.1461644,0.2538355827331542
phobic,-1.2,1.16619,"[-2, -2, 1, -1, -2, -1, 1, -2, -2, -2]",-0.94603825,0.2539617538452148
discouragements,-1.8,0.6,"[-2, -2, -2, -1, -1, -3, -2, -1, -2, -2]",-2.0540183,0.25401825904846187
easygoing,1.3,0.45826,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 1]",1.0459752,0.25402479171752934
incompetent,-2.1,0.83066,"[-1, -1, -2, -2, -3, -3, -2, -3, -1, -3]",-1.8455772,0.2544227600097657
pleasantries,1.3,0.45826,"[1, 1, 1, 1, 1, 2, 1, 2, 2, 1]",1.5544901,0.25449008941650386
treasury,0.8,1.07703,"[2, 3, 0, 0, 0, 0, 0, 1, 2, 0]",0.5452113,0.25478868484497075
comedians,1.2,1.16619,"[0, 0, 0, 2, 3, 1, 3, 2, 0, 1]",1.454843,0.2548430442810059
unresearched,-1.1,0.7,"[-2, -1, -1, -1, -1, -2, -2, 0, 0, -1]",-0.84509706,0.25490293502807626
defence,0.4,0.91652,"[0, 0, 0, 1, 0, 0, 0, 2, 2, -1]",0.1446557,0.255344295501709
worshipfully,1.1,1.3,"[0, 0, 0, 1, 3, 0, 3, 3, 1, 0]",1.3555484,0.25554838180541983
grosses,-0.8,1.77764,"[-2, -2, 3, -2, -3, -1, 1, -1, 1, -2]",-1.055603,0.25560302734374996
petrifications,-0.4,0.8,"[0, 0, -2, 0, 0, 0, 0, 0, -2, 0]",-0.14431953,0.2556804656982422
smilax,0.6,0.66332,"[0, 2, 1, 0, 0, 0, 1, 1, 1, 0]",0.3442006,0.255799388885498
clueless,-1.5,0.5,"[-1, -2, -1, -2, -2, -1, -1, -1, -2, -2]",-1.2441521,0.2558479309082031
romanticize,1.8,0.9798,"[2, 2, 1, 1, 2, 1, 3, 3, 3, 0]",1.5437508,0.2562492370605469
fake,-2.1,0.9434,"[-2, -2, -1, -1, -1, -3, -3, -4, -2, -2]",-2.3565695,0.2565695285797118
awarder,0.9,1.04403,"[2, 0, 1, 3, 0, 2, 1, 0, 0, 0]",0.6433878,0.2566122055053711
startling,0.3,1.41774,"[-2, 2, -1, 0, -1, 2, -1, 1, 1, 2]",0.5566349,0.2566349029541016
exhaustive,-0.5,0.67082,"[-1, -1, 0, -1, -2, 0, 0, 0, 0, 0]",-0.7567129,0.2567129135131836
hunger,-1.0,1.67332,"[-4, 0, 2, -2, -1, -2, 1, -2, 0, -2]",-1.2569523,0.25695228576660156
attacker,-2.7,0.9,"[-2, -3, -2, -1, -3, -3, -4, -4, -2, -3]",-2.9569838,0.2569838047027586
disadvantageously,-2.1,0.83066,"[-2, -4, -1, -2, -1, -2, -2, -2, -3, -2]",-1.842942,0.2570580005645753
strikers,-0.6,1.0198,"[0, 0, -2, -3, 0, 0, -1, 0, 0, 0]",-0.8577728,0.2577728271484375
forgivable,1.7,0.64031,"[2, 1, 2, 1, 2, 2, 1, 2, 3, 1]",1.9577842,0.2577841758728028
virtuosi,0.9,1.37477,"[2, 0, 0, 2, 1, 0, 0, 1, -1, 4]",0.64219475,0.25780525207519533
braveries,2.0,1.0,"[2, 4, 2, 3, 1, 1, 2, 3, 1, 1]",1.7421765,0.25782346725463867
criticizable,-1.0,0.63246,"[-1, -2, 0, -1, -2, -1, 0, -1, -1, -1]",-0.7420168,0.2579832077026367
profiterole,0.4,0.66332,"[0, 0, 0, 0, 0, 1, 0, 1, 2, 0]",0.14189148,0.2581085205078125
humiliation,-2.7,0.78102,"[-2, -3, -4, -2, -2, -2, -3, -2, -4, -3]",-2.4416723,0.25832767486572283
underestimated,-1.1,0.53852,"[-1, -1, -1, -2, 0, -1, -2, -1, -1, -1]",-1.35849,0.2584899902343749
inspirer,2.2,1.07703,"[3, 2, 2, 4, 0, 2, 3, 1, 3, 2]",1.9412708,0.25872917175292987
distrustful,-2.1,0.83066,"[-1, -3, -2, -2, -3, -1, -1, -3, -2, -3]",-2.3588572,0.2588571548461913
champer,-0.1,0.53852,"[0, -1, 1, 0, 0, 0, 0, -1, 0, 0]",0.15893745,0.2589374542236328
trivialise,-0.8,1.16619,"[-3, -1, -2, 0, 1, -1, -1, 1, -1, -1]",-1.0592818,0.25928182601928706
defectively,-2.1,0.83066,"[-1, -3, -2, -1, -3, -2, -1, -3, -2, -3]",-2.359569,0.2595690727233886
disgusts,-2.1,0.53852,"[-2, -2, -3, -2, -2, -2, -2, -3, -1, -2]",-2.3597658,0.25976576805114737
perfects,1.6,1.11355,"[1, 1, 1, 2, 1, 0, 1, 4, 3, 2]",1.8601532,0.2601531982421874
horrified,-2.5,0.92195,"[-2, -3, -2, -2, -1, -4, -2, -2, -3, -4]",-2.2397783,0.2602217197418213
abuse,-3.2,0.6,"[-4, -2, -3, -4, -3, -4, -3, -3, -3, -3]",-2.9397736,0.2602264404296877
freeway,0.2,0.6,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",0.46026516,0.2602651596069336
approved,1.8,0.6,"[1, 1, 1, 2, 3, 2, 2, 2, 2, 2]",1.5394874,0.26051263809204106
screwdrivers,0.1,0.53852,"[-1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",0.3605733,0.2605732917785645
dumbness,-1.9,0.53852,"[-2, -2, -2, -2, -2, -3, -2, -2, -1, -1]",-1.6390035,0.26099648475646964
warmers,1.0,0.44721,"[1, 1, 1, 2, 1, 1, 1, 0, 1, 1]",0.7388563,0.26114368438720703
stolen,-2.2,0.9798,"[-3, -2, -2, -1, -3, -2, -3, 0, -3, -3]",-1.938544,0.26145596504211444
terrorise,-3.1,0.83066,"[-2, -3, -4, -4, -3, -3, -2, -4, -2, -4]",-2.8380592,0.2619408130645753
appreciatively,1.8,0.6,"[2, 2, 2, 2, 2, 1, 3, 2, 1, 1]",2.0621762,0.26217622756958003
sentimentalist,0.8,0.87178,"[2, 1, 0, 2, 0, 1, 2, 0, 0, 0]",0.5377264,0.2622735977172852
jealousy,-1.3,1.73494,"[-2, -3, -2, -2, -2, 2, -3, -1, 2, -2]",-1.5622835,0.26228351593017574
excelsior,0.7,0.64031,"[1, 0, 0, 2, 0, 1, 1, 1, 1, 0]",0.9625745,0.2625744819641114
truest,1.9,0.83066,"[2, 2, 2, 3, 3, 0, 2, 1, 2, 2]",1.6373553,0.26264467239379874
indecisions,-1.1,0.53852,"[-1, -1, -1, -1, -2, -1, -2, -1, 0, -1]",-0.837296,0.2627039909362794
tranquilizes,-0.1,0.9434,"[-2, 0, 1, 0, 1, 1, 0, -1, -1, 0]",0.16277552,0.26277551651000974
empty,-0.8,0.74833,"[-1, -1, -1, -1, -1, -1, -2, 0, -1, 1]",-1.0628743,0.2628743171691894
exhaustion,-1.5,0.92195,"[-2, -1, 1, -2, -2, -2, -2, -1, -2, -2]",-1.2370806,0.26291942596435547
warmly,1.7,0.64031,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 3]",1.9629774,0.262977409362793
intimidates,-1.3,0.78102,"[-2, -1, -1, -1, -3, -2, -1, -1, -1, 0]",-1.5632021,0.26320214271545406
grossularites,-0.7,1.26886,"[0, -4, -1, -2, 0, 0, 0, 0, 0, 0]",-0.96321106,0.26321105957031254
smothering,-1.4,1.56205,"[-2, -3, -1, -4, 0, -2, -1, 2, -1, -2]",-1.6635547,0.26355466842651376
disruptions,-1.4,0.4899,"[-1, -2, -1, -1, -1, -2, -2, -2, -1, -1]",-1.1363406,0.263659381866455
bias,-0.4,1.11355,"[-1, -2, 0, -2, -1, 1, -1, 1, 0, 1]",-0.13609076,0.26390924453735354
brightness,1.6,0.91652,"[2, 2, 1, 1, 1, 3, 3, 0, 2, 1]",1.8639798,0.2639798164367675
obsolete,-1.2,0.74833,"[-1, -1, -1, -1, -2, -1, -1, -3, -1, 0]",-0.9360142,0.2639858245849609
hurtles,-1.0,0.63246,"[-1, -2, 0, 0, -1, -1, -1, -1, -2, -1]",-1.2642121,0.26421213150024414
amazements,2.2,0.87178,"[3, 1, 1, 3, 3, 2, 1, 2, 3, 3]",1.9357834,0.2642166137695314
worshipers,0.9,0.83066,"[0, 0, 0, 2, 1, 1, 1, 2, 2, 0]",0.63553905,0.26446094512939455
vicious,-1.5,1.5,"[1, -2, -3, -1, -1, -3, 1, -3, -1, -3]",-1.2353358,0.2646641731262207
betrayal,-2.8,0.74833,"[-3, -4, -4, -2, -3, -2, -3, -3, -2, -2]",-2.5352,0.26479988098144513
enjoyer,2.2,0.6,"[2, 2, 1, 3, 3, 2, 2, 2, 2, 3]",1.9346714,0.2653285980224611
ranters,-1.2,0.87178,"[-1, -1, -1, 0, -1, -1, -3, -2, 0, -2]",-0.9346466,0.26535339355468746
shocker,-0.6,1.49666,"[-2, -1, 3, -1, 0, -3, -1, 0, -1, 0]",-0.33433294,0.2656670570373535
safelights,0.8,1.07703,"[0, 3, 1, 0, 0, 2, 0, 2, 0, 0]",1.0661812,0.2661811828613281
oversimplify,-0.6,1.35647,"[-3, -1, 0, -2, 0, 1, 2, -1, -1, -1]",-0.8662567,0.2662567138671875
provoked,-1.1,0.83066,"[-1, -1, 0, -2, -2, -2, -2, 0, 0, -1]",-0.83373356,0.26626644134521493
warmonger,-2.9,1.13578,"[-3, 0, -4, -4, -2, -3, -4, -3, -3, -3]",-2.6335647,0.2664352893829345
adventure,1.3,0.45826,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 2]",1.5664468,0.2664467811584472
interrupter,-1.1,0.53852,"[-1, -2, -1, 0, -1, -1, -1, -1, -2, -1]",-1.3664584,0.26645841598510733
disillusionments,-1.5,1.0247,"[-2, 1, -3, -2, -1, -1, -2, -1, -2, -2]",-1.2332788,0.266721248626709
postpones,-1.1,0.83066,"[-1, -1, -1, 0, -1, 0, -2, -1, -3, -1]",-0.8329277,0.2670722961425782
exploiting,-1.9,1.22066,"[0, -3, -3, 0, -2, -3, -1, -1, -3, -3]",-1.6328743,0.2671257495880126
acceptably,1.5,0.67082,"[3, 2, 1, 1, 1, 2, 1, 1, 2, 1]",1.2326107,0.26738929748535156
accuse,-0.8,1.53623,"[-3, -1, -1, -2, 1, -2, 1, -2, 2, -1]",-1.067419,0.2674190521240234
worsened,-1.9,1.22066,"[-2, -2, -2, -1, -2, -2, -4, 1, -3, -2]",-2.1674235,0.2674234867095948
heroicomical,1.1,0.83066,"[2, 0, 0, 2, 1, 2, 1, 2, 1, 0]",1.3676639,0.26766386032104483
acceptation,1.3,0.78102,"[0, 1, 2, 1, 1, 1, 1, 3, 2, 1]",1.0319386,0.26806144714355473
pressurised,-0.4,0.66332,"[0, 0, 0, -1, 0, -1, 0, -2, 0, 0]",-0.13170624,0.26829376220703127
smugger,-1.0,0.89443,"[1, -2, -1, -2, -1, -1, -1, 0, -2, -1]",-1.2685404,0.2685403823852539
wisewomen,1.3,0.9,"[2, 2, 0, 0, 2, 0, 1, 2, 2, 2]",1.5686617,0.26866168975830074
dismayingly,-1.9,0.83066,"[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]",-1.6313362,0.2686637878417968
opportunity,1.8,0.6,"[2, 2, 2, 2, 3, 1, 2, 1, 1, 2]",1.531168,0.268832015991211
comedian,1.6,1.0198,"[1, 0, 2, 3, 2, 0, 3, 1, 2, 2]",1.3310966,0.2689033508300782
distort,-1.3,0.45826,"[-2, -1, -1, -1, -2, -1, -1, -1, -1, -2]",-1.0306673,0.26933269500732426
weakening,-1.3,0.45826,"[-2, -1, -1, -1, -1, -1, -1, -2, -2, -1]",-1.5694075,0.2694074630737304
terrorized,-3.1,0.7,"[-2, -3, -2, -4, -4, -4, -3, -3, -3, -3]",-3.3697355,0.2697354793548583
merrythought,1.1,0.9434,"[1, 1, 3, 0, 2, 0, 0, 1, 2, 1]",1.369832,0.26983203887939444
solidarity,1.2,0.6,"[1, 1, 1, 1, 2, 0, 1, 2, 2, 1]",0.9300318,0.2699682235717773
fabulousness,2.8,1.07703,"[4, 1, 4, 3, 1, 3, 3, 2, 4, 3]",3.0701418,0.27014179229736346
pleasing,2.4,0.91652,"[2, 3, 2, 2, 2, 2, 4, 4, 1, 2]",2.129784,0.27021589279174796
perfecting,2.3,0.9,"[1, 2, 3, 3, 1, 2, 2, 4, 2, 3]",2.0295424,0.2704575538635252
shook,-0.4,0.66332,"[-1, -2, 0, 0, 0, 0, 0, 0, 0, -1]",-0.1289835,0.2710165023803711
fatigue,-1.0,0.7746,"[-2, -1, -1, -1, 1, -1, -2, -1, -1, -1]",-1.2711034,0.2711033821105957
amorino,1.2,0.87178,"[2, 1, 1, 0, 3, 1, 1, 0, 1, 2]",0.92872334,0.2712766647338867
cancer,-3.4,0.8,"[-2, -4, -3, -4, -4, -2, -3, -4, -4, -4]",-3.6714082,0.27140817642211923
blocking,-1.6,0.91652,"[-1, -1, -1, -1, -2, -2, -4, -1, -2, -1]",-1.8714693,0.27146925926208487
discard,-1.0,0.44721,"[-1, -1, -1, -1, 0, -1, -1, -1, -2, -1]",-0.7284169,0.27158308029174805
unfair,-2.1,0.83066,"[-1, -3, -3, -2, -3, -1, -2, -3, -1, -2]",-2.3716326,0.27163257598876944
tenderize,0.1,0.53852,"[0, 0, 0, 0, 0, -1, 0, 1, 0, 1]",-0.17321157,0.27321157455444334
fatigued,-1.4,0.4899,"[-2, -1, -1, -2, -1, -1, -2, -2, -1, -1]",-1.1267586,0.2732414245605468
flattery,0.4,1.49666,"[1, -1, -2, 1, 3, -2, 1, 1, 1, 1]",0.12640047,0.27359952926635744
enlightening,2.3,0.64031,"[3, 2, 2, 2, 2, 2, 2, 4, 2, 2]",2.5736465,0.2736465454101564
idealogues,0.5,0.92195,"[1, 0, -1, 2, 0, 0, 2, 0, 1, 0]",0.2260418,0.2739582061767578
submissiveness,-0.7,0.78102,"[-2, 0, -1, 0, -1, 0, -2, 0, -1, 0]",-0.42597866,0.27402133941650386
isolate,-0.8,0.74833,"[-1, -1, -1, 0, 0, 0, 0, -2, -1, -2]",-1.0740333,0.27403326034545894
stuttered,-0.9,1.04403,"[-1, -1, 2, -1, -1, -1, -2, -2, -1, -1]",-1.1742849,0.27428493499755857
energized,2.3,0.64031,"[3, 2, 3, 3, 3, 2, 2, 2, 1, 2]",2.5744333,0.2744333267211916
murderesses,-2.6,0.8,"[-2, -4, -3, -4, -2, -2, -2, -2, -3, -2]",-2.3254924,0.27450761795043954
paranoiacs,-0.7,1.18743,"[-1, 0, -1, -1, -3, 1, -2, 0, 1, -1]",-0.4253149,0.2746850967407226
feud,-1.4,0.66332,"[-3, -2, -1, -2, -1, -1, -1, -1, -1, -1]",-1.1251864,0.2748135566711425
applauded,1.5,0.5,"[2, 2, 1, 2, 2, 2, 1, 1, 1, 1]",1.2251668,0.27483320236206055
radiance,1.4,1.11355,"[3, 1, 2, 3, 1, 1, -1, 1, 2, 1]",1.6748948,0.2748948097229005
heartbreakingly,-1.8,2.08806,"[-3, 3, 1, -3, -3, -2, -3, -3, -4, -1]",-2.0750608,0.2750608444213867
prickliest,-1.4,1.35647,"[-4, -2, -1, 0, -3, -1, -1, 1, -2, -1]",-1.1249199,0.27508010864257804
champagne,1.2,1.07703,"[1, 2, 2, 3, 0, 2, 0, 0, 2, 0]",0.9248619,0.2751380920410156
outrageously,-1.2,1.32665,"[-1, -1, -3, -3, -2, -1, 2, -1, -1, -1]",-0.92478085,0.2752191543579101
faithful,1.9,0.83066,"[1, 3, 2, 2, 1, 1, 3, 3, 2, 1]",2.1755838,0.275583839416504
loves,2.7,0.9,"[3, 3, 3, 2, 2, 4, 4, 2, 1, 3]",2.4242573,0.27574272155761737
heavenliest,2.7,1.1,"[3, 2, 3, 4, 2, 4, 3, 0, 3, 3]",2.4241362,0.27586383819580096
smartweed,0.2,0.6,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",0.47591496,0.27591495513916015
thwarting,-0.7,0.78102,"[0, 0, -1, -1, -1, -2, 1, -1, -1, -1]",-0.9760227,0.2760227203369141
ridicules,-1.8,0.6,"[-1, -1, -2, -2, -2, -2, -1, -2, -2, -3]",-1.5232203,0.27677969932556157
bwahaha,0.4,1.0198,"[0, 1, 0, 1, 0, 2, -1, -1, 2, 0]",0.12306833,0.2769316673278809
astounding,1.8,1.4,"[3, 4, 2, 0, 1, 2, -1, 3, 2, 2]",1.5229645,0.27703552246093754
trickles,0.2,0.4,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",-0.07711363,0.2771136283874512
quaking,-1.5,0.67082,"[-1, -2, -2, -2, -1, 0, -2, -1, -2, -2]",-1.2228317,0.27716827392578125
freest,1.6,1.28062,"[3, 4, 0, 3, 0, 1, 1, 2, 1, 1]",1.3224773,0.2775226593017579
irrationals,-1.1,0.83066,"[-2, 0, -1, 0, -1, -1, -3, -1, -1, -1]",-0.82198954,0.2780104637145997
humiliations,-2.4,0.66332,"[-3, -2, -2, -2, -2, -2, -2, -3, -2, -4]",-2.121961,0.2780388832092284
dumper,-1.2,0.87178,"[-2, -3, -1, -1, -1, -2, 0, -1, 0, -1]",-0.92186403,0.2781359672546386
sillibub,-0.1,0.3,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-0.37839508,0.27839508056640627
wellhead,0.1,0.3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",-0.17847872,0.27847871780395506
vigors,1.0,1.0,"[0, 1, 0, 1, 0, 0, 1, 3, 2, 2]",0.72136164,0.2786383628845215
dynamotor,0.6,0.91652,"[0, 2, 0, 0, 0, 0, 2, 0, 2, 0]",0.8787675,0.2787674903869629
troubled,-2.0,0.44721,"[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]",-1.7211444,0.278855562210083
entertained,1.7,0.64031,"[1, 2, 2, 1, 2, 1, 1, 3, 2, 2]",1.4210587,0.2789413452148437
freewriting,0.8,1.07703,"[0, 2, 0, 0, 1, 0, 3, 0, 2, 0]",1.079041,0.27904100418090816
rewardable,2.0,1.0,"[3, 1, 4, 3, 1, 2, 1, 2, 2, 1]",1.7207799,0.2792201042175293
sentences,0.2,1.07703,"[0, 0, 2, 0, 0, -2, 2, 0, 0, 0]",-0.07948494,0.2794849395751953
unclear,-1.0,0.44721,"[-2, -1, 0, -1, -1, -1, -1, -1, -1, -1]",-1.2794929,0.2794928550720215
lover,2.8,0.87178,"[3, 1, 2, 3, 4, 3, 2, 3, 4, 3]",2.5204983,0.2795017242431639
disregard,-1.1,0.53852,"[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]",-0.82028437,0.2797156333923341
regretted,-1.6,0.4899,"[-2, -1, -2, -2, -2, -2, -1, -1, -1, -2]",-1.8800633,0.2800632953643798
stressfully,-2.6,0.66332,"[-2, -3, -1, -3, -3, -3, -3, -2, -3, -3]",-2.319855,0.280145025253296
gratingly,-0.2,1.6,"[1, -3, -2, -2, 0, 2, 1, -1, 1, 1]",0.08019209,0.28019208908081056
sincerest,2.0,1.34164,"[0, 3, 1, 1, 4, 2, 1, 4, 1, 3]",1.719563,0.28043699264526367
vigorousness,0.4,1.11355,"[0, 3, 0, -1, -1, 0, 0, 1, 1, 1]",0.6805968,0.28059682846069334
enjoyable,1.9,0.53852,"[3, 2, 2, 1, 2, 1, 2, 2, 2, 2]",2.1809196,0.28091964721679696
exaggerated,-0.4,1.2,"[-1, -1, -1, -1, -1, 2, 1, 1, -2, -1]",-0.6810012,0.2810011863708496
teaspoons,0.5,0.80623,"[0, 0, 0, 2, 0, 0, 1, 2, 0, 0]",0.78100395,0.2810039520263672
defector,-1.9,0.53852,"[-2, -3, -2, -2, -1, -2, -1, -2, -2, -2]",-1.618798,0.28120198249816886
worrywart,-1.8,0.9798,"[-2, -2, -2, -1, -1, -1, -1, -3, -1, -4]",-1.5185659,0.28143410682678227
bitterbrush,-0.2,0.74833,"[0, 0, 0, 0, -2, 1, 0, 0, -1, 0]",0.08156824,0.2815682411193848
isolated,-1.3,0.64031,"[-1, -1, -1, -1, -1, -1, -2, -1, -3, -1]",-1.0182376,0.2817624092102051
despairing,-2.3,0.64031,"[-2, -1, -3, -2, -3, -2, -2, -2, -3, -3]",-2.0182078,0.2817922115325926
excitation,1.8,0.87178,"[2, 0, 3, 1, 3, 2, 2, 2, 1, 2]",1.5181789,0.2818210601806641
good,1.9,0.9434,"[2, 1, 1, 3, 2, 4, 2, 2, 1, 1]",1.6181197,0.2818802833557128
failing,-2.3,1.1,"[-2, -3, -3, -3, -4, -1, -2, -2, 0, -3]",-2.5821054,0.28210539817810076
appreciating,1.9,0.7,"[1, 1, 2, 2, 2, 2, 1, 3, 2, 3]",2.1821122,0.282112216949463
smiling,2.0,1.18322,"[2, 1, 1, 1, 2, 3, 4, 1, 4, 1]",2.2822232,0.2822232246398926
spirit,0.7,1.00499,"[0, 0, 1, 2, 3, 1, 0, 0, 0, 0]",0.98246527,0.28246526718139653
lovers,2.4,1.11355,"[2, 3, 2, 4, 4, 1, 1, 3, 3, 1]",2.683113,0.28311309814453134
stealths,-0.3,0.78102,"[-2, 0, 0, -1, 0, 1, -1, 0, 0, 0]",-0.016851902,0.28314809799194335
jealousness,-1.7,0.45826,"[-1, -2, -2, -2, -2, -1, -1, -2, -2, -2]",-1.416812,0.28318805694580074
securitizations,0.1,0.9434,"[0, 0, 0, 0, 2, 0, -2, 0, 1, 0]",-0.18357515,0.28357515335083006
noob,-0.2,1.16619,"[-2, 0, -1, 0, -1, 2, 1, 1, -1, -1]",-0.48367357,0.2836735725402832
flirts,0.7,1.18743,"[2, -1, 2, 1, 1, -2, 1, 1, 1, 1]",0.9837241,0.2837241172790528
risked,-0.9,0.7,"[-1, -2, 0, 0, -1, 0, -2, -1, -1, -1]",-0.61607456,0.2839254379272461
battleship,-0.1,1.3,"[2, -3, -1, -1, 0, 0, 1, 1, 0, 0]",0.18421268,0.28421268463134763
poisons,-2.7,0.9,"[-3, -4, -3, -1, -2, -3, -3, -2, -2, -4]",-2.4157097,0.2842902660369875
vitalism,0.2,0.6,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",-0.08432245,0.284322452545166
screwdriver,0.3,0.45826,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0.015540123,0.28445987701416015
paranoia,-1.0,1.48324,"[1, -2, -2, -3, -1, 0, -2, -1, -2, 2]",-0.71546793,0.2845320701599121
tenderloins,0.4,0.66332,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0]",0.1154356,0.2845643997192383
gracioso,1.0,0.63246,"[2, 2, 1, 1, 1, 1, 0, 1, 0, 1]",1.2847638,0.28476381301879883
cheerful,2.5,0.67082,"[3, 2, 3, 2, 2, 2, 4, 2, 3, 2]",2.215201,0.28479909896850586
sunny,1.8,0.87178,"[2, 2, 1, 2, 0, 2, 3, 3, 2, 1]",2.0850906,0.2850906372070312
interrupted,-1.2,0.6,"[-1, -2, -1, 0, -1, -1, -2, -1, -2, -1]",-1.4850936,0.28509359359741215
energetically,1.8,0.6,"[2, 2, 1, 1, 2, 2, 3, 1, 2, 2]",1.5145755,0.2854245185852051
foehns,0.2,0.4,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-0.08546591,0.2854659080505371
splendidness,2.3,0.9,"[2, 1, 3, 3, 4, 2, 1, 3, 2, 2]",2.0141716,0.28582839965820295
uncomfortable,-1.6,0.4899,"[-2, -1, -2, -1, -1, -2, -2, -1, -2, -2]",-1.886065,0.2860650062561034
inspirational,2.3,0.64031,"[2, 3, 2, 3, 2, 3, 2, 3, 1, 2]",2.5863018,0.28630180358886737
creditor,-0.1,1.44568,"[-2, -1, 1, -2, -1, 1, 2, -1, 2, 0]",0.18635225,0.28635225296020506
perturbed,-1.4,0.8,"[-2, -1, -1, 0, -2, -2, -2, 0, -2, -2]",-1.1134415,0.28655853271484366
ranter,-1.2,1.16619,"[-1, -2, -2, -2, -1, -1, -1, -2, 2, -2]",-0.91330814,0.2866918563842773
spammers,-1.6,1.11355,"[-2, -1, -2, -3, -2, -1, -2, -1, 1, -3]",-1.8874233,0.28742327690124503
contagious,-1.4,0.91652,"[-2, -2, -2, 0, -1, -1, -2, 0, -1, -3]",-1.6874521,0.2874520778656007
safekeeping,1.4,0.66332,"[3, 1, 1, 2, 1, 1, 2, 1, 1, 1]",1.1124244,0.2875756263732909
hurtful,-2.4,1.0198,"[-2, -4, -2, -2, -1, -3, -2, -3, -1, -4]",-2.6879683,0.28796825408935556
lowish,-0.9,0.53852,"[-2, -1, -1, 0, -1, 0, -1, -1, -1, -1]",-0.6119437,0.2880562782287598
sentimentalities,0.9,0.83066,"[2, 1, 1, 2, 1, 0, 0, 2, 0, 0]",1.1884942,0.2884942054748535
sadden,-2.6,0.4899,"[-2, -3, -2, -3, -2, -3, -2, -3, -3, -3]",-2.3114462,0.288553810119629
trivialised,-0.8,1.6,"[-2, 0, -2, 1, -1, 0, 1, 1, -4, -2]",-1.0885587,0.28855867385864253
